Date,Rater,Correct_Answer_3_Label,Correct_Answer_5_Label,Rater_Answer_3_Label,Rater_Answer_5_Label,Label_Agreement_3,Label_Agreement_5,TaskID
10/15/05,B,Average,Intermediate,Low,Exceptional,no,no,8471,
10/30/05,A,Average,Great,High,Bad,no,no,8472,
10/6/05,A,Average,Great,Average,Great,yes,yes,8473,
10/12/05,E,High,Great,Low,Okay,no,no,8474,
10/5/05,D,High,Great,High,Bad,yes,no,8475,
10/6/05,A,Average,Intermediate,Low,Okay,no,no,8476,
10/23/05,C,High,Intermediate,Average,Great,no,no,8477,
10/22/05,C,High,Exceptional,High,Okay,yes,no,8478,
10/22/05,D,High,Okay,Low,Intermediate,no,no,8479,
10/16/05,D,Low,Exceptional,High,Bad,no,no,8480,
10/10/05,A,Average,Great,Average,Great,yes,yes,8481,
10/4/05,C,High,Exceptional,High,Great,yes,no,8482,
10/9/05,B,High,Intermediate,Low,Exceptional,no,no,8483,
10/17/05,C,Average,Okay,Low,Great,no,no,8484,
10/1/05,C,Low,Exceptional,Average,Great,no,no,8485,
10/8/05,A,Low,Great,High,Intermediate,no,no,8486,
10/8/05,E,Low,Great,Average,Great,no,yes,8487,
10/26/05,D,Average,Great,High,Exceptional,no,no,8488,
10/9/05,C,Low,Great,Low,Exceptional,yes,no,8489,
10/16/05,D,Average,Great,High,Intermediate,no,no,8490,
10/14/05,D,Low,Intermediate,Average,Exceptional,no,no,8491,
10/23/05,A,Low,Exceptional,Average,Okay,no,no,8492,
10/18/05,A,Average,Intermediate,Low,Okay,no,no,8493,
10/6/05,C,Low,Okay,High,Great,no,no,8494,
10/6/05,A,Low,Intermediate,Average,Okay,no,no,8495,
10/2/05,C,Low,Bad,Average,Intermediate,no,no,8496,
10/24/05,B,Low,Intermediate,Average,Bad,no,no,8497,
10/8/05,C,Average,Exceptional,Average,Exceptional,yes,yes,8498,
10/14/05,D,Low,Intermediate,High,Okay,no,no,8499,
10/2/05,D,High,Bad,Average,Exceptional,no,no,8500,
10/16/05,B,Low,Great,Low,Great,yes,yes,8501,
10/25/05,D,High,Great,Average,Exceptional,no,no,8502,
10/1/05,B,Low,Okay,Average,Exceptional,no,no,8503,
10/26/05,C,Average,Okay,High,Intermediate,no,no,8504,
10/8/05,D,Low,Exceptional,Low,Okay,yes,no,8505,
10/1/05,B,High,Great,Low,Okay,no,no,8506,
10/14/05,E,Low,Okay,Low,Great,yes,no,8507,
10/26/05,E,Average,Exceptional,Low,Great,no,no,8508,
10/5/05,A,High,Intermediate,High,Exceptional,yes,no,8509,
10/24/05,A,Average,Exceptional,High,Intermediate,no,no,8510,
10/9/05,E,Average,Great,High,Bad,no,no,8511,
10/23/05,D,Average,Intermediate,Low,Intermediate,no,yes,8512,
10/3/05,D,High,Okay,High,Great,yes,no,8513,
10/3/05,B,Average,Exceptional,Average,Bad,yes,no,8514,
10/22/05,D,Low,Okay,High,Intermediate,no,no,8515,
10/24/05,C,Average,Great,Average,Exceptional,yes,no,8516,
10/10/05,B,Average,Intermediate,High,Intermediate,no,yes,8517,
10/17/05,B,High,Okay,High,Bad,yes,no,8518,
10/13/05,E,High,Intermediate,Average,Bad,no,no,8519,
10/1/05,E,Low,Exceptional,High,Exceptional,no,yes,8520,
10/10/05,D,Average,Exceptional,High,Great,no,no,8521,
10/12/05,B,Low,Okay,High,Exceptional,no,no,8522,
10/3/05,D,Average,Great,High,Intermediate,no,no,8523,
10/3/05,A,Average,Intermediate,High,Okay,no,no,8524,
10/6/05,D,Low,Exceptional,Average,Bad,no,no,8525,
10/24/05,B,Low,Bad,Average,Intermediate,no,no,8526,
10/21/05,C,Average,Intermediate,High,Great,no,no,8527,
10/16/05,C,High,Intermediate,High,Intermediate,yes,yes,8528,
10/25/05,E,Average,Bad,Average,Exceptional,yes,no,8529,
10/13/05,B,Low,Bad,High,Okay,no,no,8530,
10/10/05,D,Low,Intermediate,Low,Bad,yes,no,8531,
10/16/05,C,Average,Okay,High,Intermediate,no,no,8532,
10/15/05,B,High,Okay,Average,Exceptional,no,no,8533,
10/16/05,E,Low,Okay,High,Intermediate,no,no,8534,
10/25/05,A,High,Great,Low,Exceptional,no,no,8535,
10/14/05,B,High,Bad,High,Okay,yes,no,8536,
10/21/05,C,Average,Bad,Average,Exceptional,yes,no,8537,
10/14/05,C,Low,Intermediate,Average,Bad,no,no,8538,
10/24/05,C,Low,Intermediate,High,Okay,no,no,8539,
10/16/05,C,Low,Great,High,Okay,no,no,8540,
10/15/05,C,Average,Intermediate,High,Exceptional,no,no,8541,
10/22/05,D,High,Bad,Low,Exceptional,no,no,8542,
10/18/05,D,High,Exceptional,Average,Okay,no,no,8543,
10/10/05,D,High,Bad,High,Great,yes,no,8544,
10/30/05,E,High,Intermediate,Low,Intermediate,no,yes,8545,
10/26/05,A,High,Bad,Average,Okay,no,no,8546,
10/23/05,D,Low,Okay,Low,Intermediate,yes,no,8547,
10/27/05,E,Average,Bad,Average,Okay,yes,no,8548,
10/3/05,E,Low,Intermediate,High,Intermediate,no,yes,8549,
10/3/05,A,High,Bad,Average,Intermediate,no,no,8550,
10/17/05,E,High,Bad,Low,Exceptional,no,no,8551,
10/27/05,D,High,Intermediate,High,Okay,yes,no,8552,
10/15/05,D,Average,Okay,Average,Great,yes,no,8553,
10/19/05,D,High,Okay,High,Bad,yes,no,8554,
10/30/05,C,Average,Great,High,Intermediate,no,no,8555,
10/6/05,A,Average,Great,Low,Great,no,yes,8556,
10/14/05,A,Average,Intermediate,Average,Bad,yes,no,8557,
10/16/05,C,Low,Okay,Low,Okay,yes,yes,8558,
10/17/05,D,High,Okay,Average,Intermediate,no,no,8559,
10/11/05,B,High,Exceptional,Average,Okay,no,no,8560,
10/14/05,B,Average,Bad,High,Intermediate,no,no,8561,
10/28/05,B,Low,Bad,Average,Bad,no,yes,8562,
10/29/05,C,High,Exceptional,High,Great,yes,no,8563,
10/23/05,E,High,Okay,Average,Intermediate,no,no,8564,
10/13/05,C,Low,Bad,Average,Great,no,no,8565,
10/9/05,E,High,Intermediate,Average,Great,no,no,8566,
10/1/05,C,Average,Intermediate,Low,Bad,no,no,8567,
10/15/05,A,Average,Great,Low,Okay,no,no,8568,
10/8/05,D,Low,Bad,High,Exceptional,no,no,8569,
10/1/05,E,Low,Great,High,Exceptional,no,no,8570,
10/20/05,C,Low,Exceptional,Average,Intermediate,no,no,8571,
10/6/05,D,Average,Great,Low,Great,no,yes,8572,
10/25/05,E,High,Bad,Low,Bad,no,yes,8573,
10/28/05,D,High,Bad,Low,Bad,no,yes,8574,
10/29/05,C,High,Exceptional,High,Okay,yes,no,8575,
10/11/05,B,High,Great,Low,Okay,no,no,8576,
10/10/05,E,High,Great,High,Okay,yes,no,8577,
10/7/05,E,Low,Okay,Low,Bad,yes,no,8578,
10/10/05,E,High,Exceptional,Low,Intermediate,no,no,8579,
10/21/05,B,Low,Intermediate,Low,Great,yes,no,8580,
10/8/05,A,High,Intermediate,Average,Bad,no,no,8581,
10/26/05,A,Low,Intermediate,Low,Intermediate,yes,yes,8582,
10/9/05,A,Low,Bad,Average,Great,no,no,8583,
10/2/05,A,High,Exceptional,High,Great,yes,no,8584,
10/27/05,D,Low,Bad,High,Great,no,no,8585,
10/12/05,B,High,Intermediate,High,Okay,yes,no,8586,
10/21/05,E,High,Great,High,Okay,yes,no,8587,
10/8/05,D,Average,Okay,High,Okay,no,yes,8588,
10/14/05,A,High,Great,Average,Okay,no,no,8589,
10/18/05,A,High,Intermediate,Low,Bad,no,no,8590,
10/15/05,D,Average,Intermediate,Average,Bad,yes,no,8591,
10/23/05,C,High,Great,Low,Intermediate,no,no,8592,
10/29/05,C,Low,Bad,High,Exceptional,no,no,8593,
10/24/05,E,High,Intermediate,Low,Exceptional,no,no,8594,
10/22/05,B,Average,Bad,Average,Bad,yes,yes,8595,
10/15/05,B,High,Exceptional,High,Great,yes,no,8596,
10/13/05,A,Low,Great,Average,Exceptional,no,no,8597,
10/16/05,A,Average,Okay,High,Intermediate,no,no,8598,
10/8/05,E,Average,Intermediate,Low,Bad,no,no,8599,
10/2/05,C,Low,Great,Average,Exceptional,no,no,8600,
10/26/05,A,Low,Okay,High,Intermediate,no,no,8601,
10/2/05,D,High,Okay,Low,Okay,no,yes,8602,
10/3/05,D,Average,Bad,Low,Okay,no,no,8603,
10/30/05,B,High,Intermediate,High,Great,yes,no,8604,
10/9/05,C,High,Bad,High,Okay,yes,no,8605,
10/2/05,E,Low,Great,Average,Bad,no,no,8606,
10/23/05,D,Low,Great,Low,Exceptional,yes,no,8607,
10/24/05,B,High,Great,Low,Exceptional,no,no,8608,
10/25/05,A,Low,Great,Low,Great,yes,yes,8609,
10/23/05,C,Low,Okay,High,Great,no,no,8610,
10/24/05,C,High,Intermediate,Low,Exceptional,no,no,8611,
10/5/05,E,Low,Bad,Average,Bad,no,yes,8612,
10/25/05,A,Low,Intermediate,Average,Okay,no,no,8613,
10/1/05,D,High,Bad,Low,Great,no,no,8614,
10/19/05,D,High,Okay,Average,Exceptional,no,no,8615,
10/20/05,B,Low,Bad,Low,Bad,yes,yes,8616,
10/11/05,A,High,Okay,Average,Exceptional,no,no,8617,
10/11/05,D,Low,Great,High,Intermediate,no,no,8618,
10/30/05,A,High,Bad,Average,Great,no,no,8619,
10/27/05,E,High,Bad,High,Intermediate,yes,no,8620,
10/3/05,C,High,Bad,Average,Bad,no,yes,8621,
10/14/05,A,Average,Bad,High,Bad,no,yes,8622,
10/26/05,C,Average,Great,High,Okay,no,no,8623,
10/15/05,D,High,Great,High,Exceptional,yes,no,8624,
10/12/05,A,High,Intermediate,Average,Bad,no,no,8625,
10/10/05,B,High,Okay,Low,Okay,no,yes,8626,
10/28/05,E,Average,Intermediate,High,Intermediate,no,yes,8627,
10/18/05,D,High,Bad,Low,Great,no,no,8628,
10/18/05,E,Low,Intermediate,Average,Intermediate,no,yes,8629,
10/29/05,E,Average,Exceptional,Low,Okay,no,no,8630,
10/16/05,C,High,Exceptional,Average,Great,no,no,8631,
10/13/05,B,High,Great,High,Okay,yes,no,8632,
10/10/05,C,Low,Okay,Average,Great,no,no,8633,
10/17/05,D,Low,Great,High,Intermediate,no,no,8634,
10/23/05,D,Average,Great,Average,Intermediate,yes,no,8635,
10/2/05,B,High,Great,High,Exceptional,yes,no,8636,
10/22/05,D,High,Exceptional,Average,Great,no,no,8637,
10/27/05,E,High,Bad,High,Intermediate,yes,no,8638,
10/6/05,C,Average,Exceptional,Low,Okay,no,no,8639,
10/21/05,C,Average,Intermediate,Average,Bad,yes,no,8640,
10/6/05,A,Low,Intermediate,Low,Bad,yes,no,8641,
10/9/05,E,High,Exceptional,Average,Exceptional,no,yes,8642,
10/14/05,E,Low,Great,Low,Okay,yes,no,8643,
10/12/05,A,Low,Exceptional,Low,Intermediate,yes,no,8644,
10/19/05,D,Low,Intermediate,Low,Intermediate,yes,yes,8645,
10/30/05,C,Average,Bad,Low,Bad,no,yes,8646,
10/25/05,D,High,Bad,Low,Intermediate,no,no,8647,
10/25/05,D,Low,Bad,Low,Bad,yes,yes,8648,
10/16/05,E,High,Bad,Low,Bad,no,yes,8649,
10/25/05,A,Average,Exceptional,Low,Great,no,no,8650,
10/5/05,A,High,Great,High,Okay,yes,no,8651,
10/18/05,A,High,Bad,Average,Intermediate,no,no,8652,
10/4/05,E,Low,Exceptional,High,Great,no,no,8653,
10/13/05,B,Average,Okay,Low,Intermediate,no,no,8654,
10/1/05,E,High,Bad,Average,Intermediate,no,no,8655,
10/11/05,E,Average,Intermediate,Average,Intermediate,yes,yes,8656,
10/21/05,B,Average,Intermediate,Low,Great,no,no,8657,
10/7/05,B,High,Okay,High,Exceptional,yes,no,8658,
10/25/05,A,Average,Great,Average,Great,yes,yes,8659,
10/20/05,D,Low,Okay,High,Exceptional,no,no,8660,
10/16/05,A,Average,Exceptional,High,Exceptional,no,yes,8661,
10/6/05,D,Low,Great,Average,Intermediate,no,no,8662,
10/28/05,E,High,Great,Average,Intermediate,no,no,8663,
10/28/05,D,Low,Intermediate,Low,Bad,yes,no,8664,
10/23/05,E,Average,Intermediate,High,Bad,no,no,8665,
10/18/05,E,Low,Bad,Average,Bad,no,yes,8666,
10/3/05,C,Average,Intermediate,Low,Bad,no,no,8667,
10/8/05,C,Low,Intermediate,Low,Intermediate,yes,yes,8668,
10/12/05,B,Average,Bad,Average,Bad,yes,yes,8669,
10/28/05,D,Low,Intermediate,Average,Bad,no,no,8670,
10/24/05,C,Average,Exceptional,High,Okay,no,no,8671,
10/11/05,B,Average,Okay,Average,Intermediate,yes,no,8672,
10/28/05,C,High,Okay,Average,Great,no,no,8673,
10/28/05,C,Average,Okay,Low,Intermediate,no,no,8674,
10/12/05,C,Average,Great,High,Exceptional,no,no,8675,
10/20/05,C,High,Bad,High,Intermediate,yes,no,8676,
10/10/05,C,High,Bad,Average,Bad,no,yes,8677,
10/20/05,B,Low,Great,Average,Okay,no,no,8678,
10/3/05,E,High,Bad,Low,Intermediate,no,no,8679,
10/12/05,B,Average,Exceptional,High,Great,no,no,8680,
10/29/05,B,Average,Intermediate,Low,Bad,no,no,8681,
10/27/05,D,Average,Bad,High,Exceptional,no,no,8682,
10/17/05,A,High,Okay,Average,Intermediate,no,no,8683,
10/26/05,B,Low,Intermediate,Average,Bad,no,no,8684,
10/28/05,D,High,Okay,Low,Great,no,no,8685,
10/27/05,D,High,Exceptional,High,Intermediate,yes,no,8686,
10/24/05,D,High,Bad,Low,Intermediate,no,no,8687,
10/16/05,A,Average,Okay,High,Great,no,no,8688,
10/19/05,B,Average,Exceptional,Average,Intermediate,yes,no,8689,
10/15/05,C,Average,Bad,High,Great,no,no,8690,
10/1/05,D,Average,Okay,High,Okay,no,yes,8691,
10/25/05,D,Average,Okay,Average,Bad,yes,no,8692,
10/20/05,E,High,Okay,High,Great,yes,no,8693,
10/27/05,D,Low,Great,High,Okay,no,no,8694,
10/30/05,D,Average,Okay,High,Exceptional,no,no,8695,
10/16/05,B,High,Intermediate,Low,Great,no,no,8696,
10/24/05,B,Low,Okay,High,Okay,no,yes,8697,
10/14/05,A,Average,Intermediate,Average,Great,yes,no,8698,
10/1/05,A,Average,Intermediate,Average,Intermediate,yes,yes,8699,
10/7/05,B,Average,Great,High,Bad,no,no,8700,
10/14/05,B,High,Intermediate,High,Intermediate,yes,yes,8701,
10/11/05,C,High,Okay,Low,Intermediate,no,no,8702,
10/15/05,B,Average,Intermediate,Low,Bad,no,no,8703,
10/9/05,B,Average,Okay,High,Okay,no,yes,8704,
10/28/05,A,Low,Intermediate,Low,Okay,yes,no,8705,
10/22/05,B,High,Exceptional,Average,Great,no,no,8706,
10/3/05,B,Low,Exceptional,High,Okay,no,no,8707,
10/4/05,C,Low,Bad,Low,Exceptional,yes,no,8708,
10/2/05,C,High,Okay,Average,Bad,no,no,8709,
10/26/05,B,Average,Exceptional,Average,Okay,yes,no,8710,
10/7/05,E,High,Intermediate,Average,Bad,no,no,8711,
10/9/05,C,Low,Intermediate,Average,Exceptional,no,no,8712,
10/4/05,A,Low,Intermediate,Average,Bad,no,no,8713,
10/8/05,A,Average,Okay,Low,Intermediate,no,no,8714,
10/8/05,C,High,Exceptional,Low,Okay,no,no,8715,
10/16/05,E,Average,Bad,Average,Great,yes,no,8716,
10/15/05,D,Low,Intermediate,High,Great,no,no,8717,
10/11/05,B,Average,Exceptional,High,Exceptional,no,yes,8718,
10/22/05,C,High,Intermediate,High,Bad,yes,no,8719,
10/29/05,D,Average,Intermediate,Average,Exceptional,yes,no,8720,
10/17/05,A,High,Great,Average,Okay,no,no,8721,
10/25/05,C,Low,Okay,Low,Intermediate,yes,no,8722,
10/16/05,C,Average,Intermediate,High,Intermediate,no,yes,8723,
10/24/05,D,Low,Great,High,Okay,no,no,8724,
10/1/05,C,High,Bad,High,Okay,yes,no,8725,
10/26/05,E,Average,Bad,High,Bad,no,yes,8726,
10/27/05,C,Low,Bad,High,Bad,no,yes,8727,
10/2/05,C,Average,Intermediate,High,Great,no,no,8728,
10/19/05,D,High,Bad,Average,Okay,no,no,8729,
10/29/05,A,Average,Okay,High,Bad,no,no,8730,
10/25/05,E,Average,Intermediate,Low,Exceptional,no,no,8731,
10/23/05,B,High,Great,Low,Intermediate,no,no,8732,
10/27/05,D,Low,Intermediate,Low,Exceptional,yes,no,8733,
10/16/05,A,Average,Okay,Average,Okay,yes,yes,8734,
10/4/05,C,High,Okay,Average,Great,no,no,8735,
10/11/05,E,High,Exceptional,Average,Intermediate,no,no,8736,
10/12/05,C,Average,Okay,Low,Okay,no,yes,8737,
10/3/05,A,Average,Exceptional,Average,Bad,yes,no,8738,
10/16/05,A,Low,Okay,Low,Intermediate,yes,no,8739,
10/14/05,D,Low,Great,High,Exceptional,no,no,8740,
10/7/05,A,High,Okay,Average,Intermediate,no,no,8741,
10/15/05,C,High,Great,High,Great,yes,yes,8742,
10/17/05,E,Low,Exceptional,Average,Bad,no,no,8743,
10/11/05,C,High,Intermediate,High,Intermediate,yes,yes,8744,
10/20/05,E,Low,Great,High,Bad,no,no,8745,
10/1/05,B,Low,Okay,Average,Intermediate,no,no,8746,
10/3/05,B,Low,Great,Average,Intermediate,no,no,8747,
10/13/05,C,Average,Okay,High,Great,no,no,8748,
10/4/05,E,Average,Okay,Low,Exceptional,no,no,8749,
10/12/05,E,Low,Exceptional,Low,Great,yes,no,8750,
10/9/05,D,Low,Bad,Average,Exceptional,no,no,8751,
10/15/05,C,Low,Intermediate,High,Bad,no,no,8752,
10/7/05,D,Average,Great,Average,Bad,yes,no,8753,
10/12/05,B,High,Bad,Average,Okay,no,no,8754,
10/9/05,D,Low,Bad,High,Bad,no,yes,8755,
10/19/05,B,Average,Okay,High,Bad,no,no,8756,
10/29/05,C,Average,Intermediate,Average,Great,yes,no,8757,
10/24/05,D,High,Bad,High,Great,yes,no,8758,
10/27/05,D,Low,Intermediate,Average,Okay,no,no,8759,
10/25/05,B,Average,Bad,Average,Okay,yes,no,8760,
10/5/05,D,Low,Exceptional,Low,Okay,yes,no,8761,
10/20/05,B,High,Bad,High,Intermediate,yes,no,8762,
10/15/05,A,Low,Intermediate,High,Intermediate,no,yes,8763,
10/21/05,B,Average,Intermediate,High,Intermediate,no,yes,8764,
10/30/05,C,Average,Bad,High,Bad,no,yes,8765,
10/18/05,B,Low,Exceptional,High,Okay,no,no,8766,
10/2/05,B,Average,Bad,High,Exceptional,no,no,8767,
10/27/05,D,Average,Exceptional,Low,Bad,no,no,8768,
10/3/05,B,Low,Bad,Low,Intermediate,yes,no,8769,
10/3/05,B,Average,Great,Average,Intermediate,yes,no,8770,
10/20/05,D,Low,Exceptional,Average,Exceptional,no,yes,8771,
10/12/05,B,High,Bad,Low,Intermediate,no,no,8772,
10/23/05,B,Average,Intermediate,Average,Exceptional,yes,no,8773,
10/22/05,C,Average,Great,Average,Okay,yes,no,8774,
10/19/05,C,Low,Intermediate,Average,Exceptional,no,no,8775,
10/9/05,E,High,Exceptional,High,Great,yes,no,8776,
10/22/05,B,High,Okay,High,Exceptional,yes,no,8777,
10/4/05,C,Average,Bad,High,Okay,no,no,8778,
10/29/05,E,High,Great,Low,Intermediate,no,no,8779,
10/2/05,C,High,Intermediate,Low,Intermediate,no,yes,8780,
10/23/05,E,Low,Great,Average,Bad,no,no,8781,
10/15/05,C,Low,Okay,High,Bad,no,no,8782,
10/25/05,B,Average,Bad,Low,Exceptional,no,no,8783,
10/7/05,D,Average,Intermediate,Low,Bad,no,no,8784,
10/16/05,D,Average,Great,High,Intermediate,no,no,8785,
10/2/05,E,Average,Bad,High,Great,no,no,8786,
10/7/05,A,High,Great,Average,Okay,no,no,8787,
10/27/05,B,Average,Okay,Average,Great,yes,no,8788,
10/19/05,A,Low,Great,Low,Great,yes,yes,8789,
10/21/05,C,High,Great,High,Intermediate,yes,no,8790,
10/2/05,E,Low,Bad,Average,Intermediate,no,no,8791,
10/17/05,C,Low,Okay,Low,Great,yes,no,8792,
10/26/05,C,High,Great,Low,Exceptional,no,no,8793,
10/9/05,E,Low,Great,High,Great,no,yes,8794,
10/2/05,B,Low,Intermediate,Low,Okay,yes,no,8795,
10/4/05,A,Average,Okay,High,Great,no,no,8796,
10/19/05,B,Average,Exceptional,Low,Great,no,no,8797,
10/24/05,E,Average,Exceptional,Low,Okay,no,no,8798,
10/9/05,D,Low,Great,High,Intermediate,no,no,8799,
10/16/05,D,Low,Okay,Average,Okay,no,yes,8800,
10/19/05,B,Average,Intermediate,Average,Exceptional,yes,no,8801,
10/25/05,B,High,Okay,Low,Great,no,no,8802,
10/12/05,E,Low,Intermediate,High,Great,no,no,8803,
10/24/05,B,Average,Okay,Low,Exceptional,no,no,8804,
10/10/05,A,Average,Exceptional,Low,Exceptional,no,yes,8805,
10/14/05,A,High,Great,Average,Exceptional,no,no,8806,
10/3/05,D,Average,Bad,Average,Okay,yes,no,8807,
10/11/05,E,Average,Exceptional,Average,Bad,yes,no,8808,
10/14/05,A,Average,Bad,Low,Bad,no,yes,8809,
10/12/05,C,High,Okay,High,Exceptional,yes,no,8810,
10/14/05,B,Low,Exceptional,Average,Exceptional,no,yes,8811,
10/12/05,B,Average,Exceptional,Average,Exceptional,yes,yes,8812,
10/7/05,E,Average,Bad,Low,Exceptional,no,no,8813,
10/8/05,C,Low,Intermediate,High,Exceptional,no,no,8814,
10/9/05,B,Low,Okay,High,Exceptional,no,no,8815,
10/24/05,D,High,Bad,Average,Intermediate,no,no,8816,
10/10/05,E,Average,Exceptional,Low,Great,no,no,8817,
10/1/05,D,High,Bad,Average,Bad,no,yes,8818,
10/5/05,B,Low,Intermediate,Average,Intermediate,no,yes,8819,
10/17/05,D,High,Okay,Average,Okay,no,yes,8820,
10/4/05,A,Average,Intermediate,Average,Bad,yes,no,8821,
10/23/05,B,High,Exceptional,Average,Bad,no,no,8822,
10/2/05,A,Average,Great,High,Exceptional,no,no,8823,
10/22/05,A,Low,Great,High,Bad,no,no,8824,
10/28/05,C,Low,Intermediate,High,Okay,no,no,8825,
10/4/05,B,Low,Okay,Low,Exceptional,yes,no,8826,
10/19/05,D,High,Intermediate,Low,Bad,no,no,8827,
10/2/05,C,Low,Great,Average,Great,no,yes,8828,
10/16/05,C,Low,Great,High,Okay,no,no,8829,
10/6/05,B,Low,Bad,Low,Bad,yes,yes,8830,
10/22/05,A,High,Intermediate,High,Exceptional,yes,no,8831,
10/12/05,E,High,Intermediate,Low,Exceptional,no,no,8832,
10/10/05,B,Low,Okay,Low,Great,yes,no,8833,
10/1/05,A,Average,Exceptional,High,Exceptional,no,yes,8834,
10/7/05,C,Low,Bad,Low,Okay,yes,no,8835,
10/4/05,D,Average,Bad,Low,Okay,no,no,8836,
10/24/05,C,Low,Okay,High,Okay,no,yes,8837,
10/22/05,C,Low,Okay,Average,Bad,no,no,8838,
10/24/05,E,Average,Great,Average,Great,yes,yes,8839,
10/3/05,E,Low,Intermediate,High,Bad,no,no,8840,
10/8/05,E,High,Exceptional,Average,Exceptional,no,yes,8841,
10/5/05,E,High,Great,Low,Exceptional,no,no,8842,
10/18/05,D,Average,Great,Low,Exceptional,no,no,8843,
10/12/05,A,Average,Bad,Low,Exceptional,no,no,8844,
10/28/05,E,Low,Great,Low,Okay,yes,no,8845,
10/9/05,B,Low,Intermediate,High,Bad,no,no,8846,
10/9/05,C,Average,Great,Average,Intermediate,yes,no,8847,
10/3/05,E,Average,Intermediate,Average,Exceptional,yes,no,8848,
10/21/05,C,High,Great,Low,Intermediate,no,no,8849,
10/2/05,E,High,Intermediate,Low,Exceptional,no,no,8850,
10/1/05,C,Average,Great,Low,Bad,no,no,8851,
10/2/05,B,Average,Okay,Average,Okay,yes,yes,8852,
10/3/05,D,High,Great,Average,Exceptional,no,no,8853,
10/23/05,E,Low,Intermediate,Low,Exceptional,yes,no,8854,
10/25/05,D,Average,Okay,High,Intermediate,no,no,8855,
10/8/05,C,Average,Exceptional,Low,Okay,no,no,8856,
10/6/05,D,High,Exceptional,Low,Bad,no,no,8857,
10/13/05,B,High,Great,Average,Exceptional,no,no,8858,
10/8/05,B,Average,Okay,High,Intermediate,no,no,8859,
10/30/05,B,Low,Bad,High,Intermediate,no,no,8860,
10/20/05,A,Low,Bad,High,Great,no,no,8861,
10/29/05,A,Average,Intermediate,Average,Bad,yes,no,8862,
10/1/05,B,Low,Exceptional,Low,Bad,yes,no,8863,
10/16/05,B,High,Great,High,Okay,yes,no,8864,
10/14/05,B,Low,Intermediate,Low,Okay,yes,no,8865,
10/15/05,A,Average,Intermediate,Low,Intermediate,no,yes,8866,
10/29/05,A,High,Bad,Low,Okay,no,no,8867,
10/2/05,E,Low,Intermediate,Average,Intermediate,no,yes,8868,
10/22/05,E,High,Great,High,Great,yes,yes,8869,
10/18/05,A,Low,Great,High,Okay,no,no,8870,
10/29/05,E,High,Bad,Average,Okay,no,no,8871,
10/30/05,D,Average,Great,High,Intermediate,no,no,8872,
10/24/05,A,Low,Intermediate,Low,Okay,yes,no,8873,
10/1/05,C,Average,Exceptional,Low,Intermediate,no,no,8874,
10/19/05,A,Average,Intermediate,Low,Great,no,no,8875,
10/30/05,B,Low,Great,High,Great,no,yes,8876,
10/20/05,A,Average,Great,Average,Exceptional,yes,no,8877,
10/2/05,A,Low,Great,Low,Bad,yes,no,8878,
10/30/05,A,Low,Intermediate,Average,Exceptional,no,no,8879,
10/19/05,D,Low,Okay,Low,Bad,yes,no,8880,
10/10/05,D,High,Okay,High,Okay,yes,yes,8881,
10/25/05,C,Low,Intermediate,High,Intermediate,no,yes,8882,
10/8/05,E,Average,Great,High,Bad,no,no,8883,
10/14/05,A,High,Bad,Low,Great,no,no,8884,
10/12/05,B,Average,Intermediate,Average,Intermediate,yes,yes,8885,
10/11/05,B,Average,Exceptional,High,Okay,no,no,8886,
10/12/05,A,Low,Exceptional,Average,Bad,no,no,8887,
10/21/05,D,Average,Okay,High,Bad,no,no,8888,
10/14/05,D,Average,Exceptional,High,Okay,no,no,8889,
10/1/05,A,Low,Great,High,Okay,no,no,8890,
10/11/05,B,Low,Okay,Average,Intermediate,no,no,8891,
10/11/05,D,Low,Great,High,Great,no,yes,8892,
10/6/05,B,Low,Great,Low,Okay,yes,no,8893,
10/7/05,E,High,Intermediate,Average,Great,no,no,8894,
10/16/05,B,High,Great,High,Great,yes,yes,8895,
10/30/05,A,High,Intermediate,High,Great,yes,no,8896,
10/14/05,C,High,Bad,High,Exceptional,yes,no,8897,
10/5/05,B,Average,Intermediate,High,Intermediate,no,yes,8898,
10/21/05,C,Low,Bad,Average,Intermediate,no,no,8899,
10/11/05,B,Average,Great,Low,Okay,no,no,8900,
10/1/05,B,High,Bad,Low,Great,no,no,8901,
10/6/05,D,Low,Bad,Low,Exceptional,yes,no,8902,
10/21/05,A,Average,Bad,High,Okay,no,no,8903,
10/26/05,E,High,Okay,Low,Exceptional,no,no,8904,
10/3/05,C,Low,Great,Average,Great,no,yes,8905,
10/9/05,B,High,Exceptional,High,Okay,yes,no,8906,
10/10/05,B,High,Bad,High,Exceptional,yes,no,8907,
10/20/05,E,Average,Exceptional,High,Intermediate,no,no,8908,
10/22/05,C,Low,Exceptional,Average,Intermediate,no,no,8909,
10/9/05,A,High,Great,High,Okay,yes,no,8910,
10/3/05,D,Average,Intermediate,Average,Intermediate,yes,yes,8911,
10/28/05,C,Average,Intermediate,Average,Exceptional,yes,no,8912,
10/7/05,E,Low,Exceptional,High,Okay,no,no,8913,
10/11/05,B,Average,Great,Low,Great,no,yes,8914,
10/8/05,C,High,Exceptional,Average,Bad,no,no,8915,
10/18/05,E,Average,Intermediate,Average,Bad,yes,no,8916,
10/21/05,A,Low,Bad,High,Intermediate,no,no,8917,
10/8/05,C,Low,Intermediate,High,Bad,no,no,8918,
